Study Num,Study Title (O),Authors (O),Journal (O),Volume (O),Issue (O),Pages (O),Project URL,Descriptors (O),Number of Authors (O),Number of Authors (R),1st author (O),"Citation Count, 1st author (O)",Institution 1st author (O),Senior author (O),"Citation count, senior author (O)",Institution senior author (O),1st author (R),"Citation count, 1st author (R)",Institution 1st author (R),Senior author (R),"Citation count, senior author (R)",Institution senior author (R),"Citation count, paper (O)",Unnamed: 24,"Institution prestige, 1st author (O)","Institution prestige, senior author (O)","Institution prestige, 1st author (R)","Institution prestige, senior author (R)",Number of Studies (O),Discipline (O),Number of research sites (O),Secondary data (O),Methodology expertise required (O),Opportunity for expectancy bias (O),Opportunity for lack of diligence (O),Surprising result (O),Exciting result (O),Internal conceptual replications (O),Successful conceptual replications (O),Internal direct replications (O),Successful direct replications (O),Feasibility (O),Status (R),Completion (R),Secondary (R),Contact Researcher (R),Study claim date (R),Analysis completion date (R),Coder's email (R),Replicated study number (R),Test statistic (O),N (O),Reported P-value (O),Calculated P-value (O),# Tails (O),Type of analysis (O),Type of effect (O),Description of effect (O),Effect size (O),Actual Power (O),80% power,90% power,95% power,Collect materials from authors,Planned Sample,Planned Power,Original Author's Assessment,OSC reviewer (O),Test statistic (R),N (R),P-value (R),Direction (R),# Tails (R),Type of analysis (R),Type of effect (R),Replicate (R),Power (R),Effect Size (R),OSC reviewer (R),Notes (R),Project audit complete (R),R check location (R),Degree (R),Year of highest degree (R),Current position (R),Domain expertise (R),Method expertise (R),Total publications (R),Peer-reviewed articles (R),Citations (R),Implementation quality (R),Data collection quality (R),Replication similarity (R),Differences (R),Effect similarity (R),Findings similarity (R),Difficulty of implimentation (R),Surprise of outcome (R),Dummy,Number of Research sites (R),Secondary data (R),Area of expertise (R),T_N..O.,T_Test.Statistic..O.,T_TestComparison..O.,T_df1..O.,T_df2..O.,T_Test.value..O.,T_p.comparison..O.,T_pval..O.,T_pval.recalc..O.,T_pval_USE..O.,T_sign..O.,T_r..O.,T_N..R.,T_Test.Statistic..R.,T_Test.Comparison..R.,T_df1..R.,T_df2..R.,T_Test.value..R.,T_p.comparison..R.,T_pval..R.,T_pval.recalc..R.,T_pval_USE..R.,T_sign..R.,T_r..R.,T_Comparison.effects..R.O.,Type of analysis (O).1,Type of analysis (R).1,Unnamed: 130,T_sign_O,T_sign_R,T_O_larger,T_N_O_for_tables,T_N_R_for_tables,Meta-analytic estimate (Fz),O within CI R,Meta-analysis significant
77.0,Dynamics of selfregulation How un accomplished goal actions affect motivation,"M Koo, A Fishbach",JPSP,94.0,2.0,183-95,https://osf.io/nr7d9/,"Adolescent, Adult, Aged, Attitude, Charities [economics], Female, Fund Raising [ethics], Goals, Humans, Male, Middle Aged, Motivation, Social Control, Informal",2.0,1.0,Koo,283.0,University of Chicago,Fishbach,4272.0,University of Chicago,Kidwell,0.0,Center for Open Science,Dodson,1.0,University of Virginia,124.0,,4.71,4.71,4.36,4.36,4.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,4.33,4.67,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,M Kidwell,7-8-2014,3-3-2015,J Cohoon,4,"F(1, 242) = 10.47",246,<.01,,,ANOVA,interaction,"emphasizing ""to-date"" information to people who have not donated money to a cause and emphasizing ""to-go"" information for people who have donated money will increase donations to an HIV/AIDS initiative",__p^2 = 0.041,,184,245,303,Complete,246.0,0.9,1,B Lassetter,_ hat = 0.4695,768703.0,0.758,opposite,,logistic regression,interaction,no,0.99,OR = 0.159,,Logistic regression was used due to lack of usable data,1.0,https://osf.io/p5i9j/,Master's degree or equivalent,2012.0,PhD student,Some Expertise,Moderate expertise,1.0,0.0,,was about the same quality as the original study,was worse than the average study,Virtually identical,"We collected data using a different charitable organization than the original, as requested by the original author",Not at all similar,Not at all similar,Not at all challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Cognitive,246.0,F,is,1.0,242.0,10.47,<,0.01,0.001382678,0.001382678,,0.203642514,768703.0,beta,is,,,0.4695,is,0.758,,0.758,,,,ANOVA,zero-inflated model,,1.0,0.0,,242.0,,,,
80.0,The effects of an implemental mindset on attitude strength,"MD Henderson, Y de Liver, PM Gollwitzer",JPSP,94.0,3.0,396-411,https://osf.io/79dey/,"Adult, Attitude, Behavior [physiology], Decision Making [physiology], Female, Goals, Humans, Self Concept, Set (Psychology), Students [psychology], Task Performance and Analysis",3.0,2.0,Henderson,879.0,University of Chicago,Gollwitzer,23373.0,NYU,Lane,633.0,Bard College,Lane,633.0,Bard College,27.0,,4.71,5.19,2.5,2.5,5.0,Social,1.0,Collected themselves,Moderate expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,K Lane,1-1-2012,10-1-2013,K Lane,5,"F(2, 43) = 3.36",46,<.05,,,ANOVA,main effect,participants in the one-sided focus condition had less ambivalence than participants in the two-sided focus condition.,__p^2 = 0.135,,63,69,90,Complete,63.0,0.8,1,K Lemm,"F (2, 67) = 1.70",70.0,0.19,same,,ANOVA,main effect,no,0.84,_^2 = .048,M Cohn,Exclusion criteria in the original study yielded a sample of 70 participants with usable data.,1.0,https://osf.io/b2ejv/,PhD or equivalent,2006.0,Associate Professor (or equivalent),High Expertise,Some Expertise,11.0,3.0,715.0,was about the same quality as the original study,was slightly worse than the average study,Somewhat similar,"The sample. Although both studies used college populations, they differed greatly in baseline measures of attitude strength (as reflected by the mean in the control condition).",Somewhat similar,Somewhat similar,Not at all challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,46.0,F,is,2.0,43.0,3.36,<,0.05,0.044070981,0.044070981,,0.259958534,70.0,F,is,2.0,67.0,1.7,is,0.19,0.190467907,0.190467907,,0.15539539,,ANOVA,one-way ANOVA,,1.0,0.0,1.0,43.0,67.0,,1.0,
81.0,A needsbased model of reconciliation Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation,"N Shnabel, A Nadler",JPSP,94.0,1.0,116-32,https://osf.io/xse7q/,"Adaptation, Psychological, Adult, Analysis of Variance, Conflict (Psychology), Cooperative Behavior, Emotions, Female, Humans, Israel, Male, Models, Psychological, Negotiating, Power (Psychology), Role, Social Perception",2.0,1.0,Shnabel,506.0,Tel Aviv University,Nadler,4609.0,Tel Aviv University,Gilbert,0.0,Harvard University,Gilbert,0.0,Harvard University,138.0,,2.95,2.95,6.74,6.74,4.0,Social,1.0,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,2.0,3.33,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,E Gilbert,1-1-2012,1-1-2014,E Gilbert,4,"F(1, 90) = 6.98",94,<.05,,,between ANOVA,interaction,"message x role interaction in after condition; participants in the perpetrator condition would indicate a need for social acceptance and be more likely to reconcile after their sense of moral acceptance was restored, whereas participant in the victim condition would indicate a need for power and would be more likely to reconcile after their sense of power was restored",__p2 = .07,,107,142,175,Complete,107.0,0.8,2,C Lai,"F(1, 137) = 1.43",141.0,0.235,opposite,,between ANOVA,interaction,no,0.89,__p^2 = .010,A Aarts,,1.0,https://osf.io/5bwva/,Master's degree or equivalent,2012.0,PhD student,Slight Expertise,High Expertise,7.0,3.0,5.0,was of slightly lower quality than the original study,was about the same as the average study,Extremely similar,"Materials - the study vignette was edited to be more applicable to younger, American participants (rather than slightly older Israeli participants). The revised materials may not have had the same psychological effect as the original materials. Age and nationality also may have mattered, since the original study had older participants from Israel who may have had more experience thinking about conflict.",Not at all similar,Very similar,Slightly challenging,Results were moderately surprising,X,1.0,No data used was pre-existing,Social,94.0,F,is,1.0,90.0,6.98,<,0.05,0.009719762,0.009719762,,0.268278965,141.0,F,is,1.0,137.0,1.43,is,0.235,0.233830099,0.233830099,,-0.101637251,,between 2x2 ANOVA,between subjects ANOVA,,1.0,0.0,1.0,90.0,137.0,0.047134162,0.0,0.0
82.0,The face of success inferences from chief executive officers appearance predict company profits,"NO Rule, N Ambady",JPSP,95.0,5.0,1019-28,https://osf.io/r5gpv/,"Adolescent, Adult, Awareness, Cues, Face, Female, Hair, Heterosexuality [psychology], Homosexuality, Male [psychology], Humans, Judgment, Male, Nonverbal Communication, Sexual Behavior, Social Perception, Stereotyping, Young Adult",2.0,3.0,Rule,1545.0,Tufts University,Ambady,12216.0,Tufts University,Talhelm,31.0,University of Virginia,Talhelm,31.0,University of Virginia,141.0,,3.74,3.74,4.36,4.36,1.0,Social,1.0,Collected themselves,Slight expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C Eggleston,1-1-2012,12-1-2014,T Talhelm,1,r(41) = .30,50,<.05,,,partial correlation,correlation," composite ratings of both power and leadership correlated with company profits, even after controlling for CEO age, CEO attractiveness, and the affect CEOs were displaying in the pictures",r = .30,0.56,85,113,139,Complete,50.0,0.56,9,X,r(41) = .27,50.0,0.086,same,2.0,partial correlation,correlation,no,0.56,r = .27,J Chandler,"Increasing the power for the Rule and Ambady study is complicated because the key correlations are for aggregated ratings of CEOs. Thus, the study uses the CEOs as ñsubjects.î The actual participants (college undergraduates) are used to create an average rating of power (and other variables) for each CEO. Increasing the number of undergraduates would make those ratings more reliable, but it would not increase the sample size of the CEOs, which is the key for the power analysis. If we want to increase statistical power, we would have to add more CEOs, which would make the materials different from the original study. That study would not be a direct replication. Because the goal of the reproducibility project is to do direct replications, we decided not to add new pictures of CEOs. However, a replication with more pictures of CEOs from different companies would be an additional useful type of replication.",1.0,https://osf.io/2bu9s/,PhD or equivalent,2015.0,PhD student,Some Expertise,Some Expertise,9.0,7.0,165.0,was about the same quality as the original study,was slightly better than the average study,Extremely similar,The original authors didn't have the scale anchor wordings for a few control variables. That's a minor difference and unlikely to change the effect.,Extremely similar,Virtually identical,Slightly challenging,Results were slightly surprising,X,1.0,Some data used was pre-existing,Social,50.0,r,is,41.0,,0.3,<,0.05,0.033841139,0.033841139,,0.3,50.0,r,is,41.0,,0.27,is,0.086,0.057685184,0.086,,0.27,,partial correlation,simple correlation,,1.0,0.0,1.0,47.0,41.0,0.293191713,1.0,1.0
84.0,Selective exposure and information quantity How different information quantities moderate decision makers preference for consistent and inconsistent information,"P Fischer, S Schulz-Hardt, D Frey",JPSP,94.0,2.0,231-44,https://osf.io/v8vft/,"Adolescent, Adult, Choice Behavior, Decision Making, Female, Humans, Male, Mental Processes, Middle Aged",3.0,1.0,Fischer,1539.0,University of Exeter,Frey,10023.0,"Ludwig-Maximilians University, Munich",Ratliff,800.0,University of Florida,Ratliff,800.0,University of Florida,65.0,,2.54,2.53,3.4,3.4,4.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,3.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,K Ratliff,1-1-2012,1-1-2013,K Ratliff,4,"X^2(1, N=52) = 13.18",52,0.001,,,Pearson's Chi-squared test,interaction,"interaction between information qulity and information selection: decision-makers prefer inconsistent information when choosing between two pieces of information (one consistent, one inconsistent), but prefer consistent information when choosing between more pieces of information ",d = 1.1653,,55,73,90,Complete,435.0,0.99,1,M Vianello,"X^2(1, N=150) = 7.10",150.0,0.008,same,,Pearson's Chi-squared test,interaction,yes,0.99,d = .46,M Vianello,"Report includes a power analysis that was far off: I estimated that we'd need 430 participants to obtain 95% power. However, I then consulted with Sean Mackinnon and re-did the analysis G*Power based on his suggestion, coming up with the numbers we see here",1.0,https://osf.io/bajxq/,PhD or equivalent,2009.0,Assistant Professor (or equivalent),Slight Expertise,Some Expertise,21.0,17.0,787.0,was of slightly lower quality than the original study,was about the same as the average study,Somewhat similar,"Different language, implementation online rather than in-lab",Very similar,Very similar,Somewhat challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,52.0,Chi2,is,1.0,,13.18,is,0.001,0.000282953,0.000282953,,0.503449638,150.0,Chi2,is,1.0,,7.1,is,0.008,0.007708395,0.007708395,,0.217562252,,Pearson's Chi-squared test,2x2 chi square,,1.0,1.0,1.0,52.0,150.0,,1.0,0.0
86.0,Selfregulation and selective exposure The impact of depleted selfregulation resources on confirmatory information processing,"P Fischer, T Greitemeyer, D Frey",JPSP,94.0,3.0,382-95,https://osf.io/j8bpa/,"Adolescent, Adult, Cognition [physiology], Decision Making [physiology], Ego, Female, Humans, Internal-External Control, Male, Middle Aged, Motivation, Self Concept, Students [psychology]",3.0,1.0,Fischer,1539.0,University of Exeter,Frey,10023.0,"Ludwig-Maximilians University, Munich",Galliani,80.0,University of Padua,Galliani,80.0,University of Padua,86.0,,2.54,2.53,1.97,1.97,4.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.5,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,E Galliani,1-1-2012,5/28/12,E Galliani,2,"F(2, 82) = 4.05",85,0.02,,,between ANOVA,main effect,reduced self regulation resources are associated with increased biases in confirmatory information processing,__p^2 =.09,,102,132,162,Complete,132.0,0.9,1,M Vianello,"F(2, 137) = 1.99",140.0,0.14,same,,between ANOVA,main effect,no,0.9,_2 = .03,M Vianello,,1.0,https://osf.io/7htc9/,PhD or equivalent,2005.0,Assistant Professor (or equivalent),Slight Expertise,Moderate Expertise,27.0,9.0,78.0,was about the same quality as the original study,was about the same as the average study,Virtually identical,Italian sample vs German sample (original study),Not at all similar,Slightly similar,Somewhat challenging,Results were extremely surprising,X,1.0,No data used was pre-existing,Industrial/organizational,85.0,F,is,2.0,82.0,4.05,is,0.02,0.02102091,0.02102091,,0.212014281,140.0,F,is,2.0,137.0,1.99,is,0.14,0.140627311,0.140627311,,0.118808574,,one way ANOVA,one way ANOVA,,1.0,0.0,1.0,82.0,137.0,,1.0,
87.0,The space between us Stereotype threat and distance in interracial contexts,"PA Goff, CM Steele, PG Davies",JPSP,94.0,1.0,91-107,https://osf.io/abxcj/,"African Americans, Analysis of Variance, European Continental Ancestry Group [psychology], Humans, Male, Prejudice, Social Distance, Stereotyping, United States",3.0,5.0,Goff,1196.0,Pennsylvania State University,Steele,26670.0,Stanford University,Kelso,101.0,Adams State University,Kelso,101.0,Adams State University,165.0,,4.08,6.54,1.4,1.4,4.0,Social,1.0,Collected themselves,Extreme expertise required,Moderate opportunity for researcher expectations to influence results,Extreme opportunity for lack of diligence to affect the results,4.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,K Kelso,9-11-2012,12/23/14,J Cohoon,4,"F(1, 51) = 9.46",55,<.01,,,between ANOVA,interaction,"interaction between conversation type and learning condition: when learning goals were absent, participants sat closer to one another when they discussed love and relationships than when they discussed racial profiling",__p^2 = .16,,44,58,71,Unavailable,71.0,0.95,9,B Lassetter,"F(1, 47)= .008",51.0,0.928,same,,between ANOVA,interaction,no,0.86,__p^2 = .002,M Kidwell,,1.0,https://osf.io/xfj5w/,PhD or equivalent,1994.0,Professor (or equivalent),Some Expertise,Slight Expertise,1.0,1.0,1.0,was about the same quality as the original study,was about the same as the average study,Virtually identical,none,Not at all similar,Somewhat similar,Moderately challenging,Results were moderately surprising,X,1.0,No data used was pre-existing,Social,55.0,F,is,1.0,51.0,9.46,<,0.01,0.003371756,0.003371756,,0.395559206,51.0,F,is,1.0,47.0,0.008,is,0.928,0.929110139,0.929110139,,0.013045451,,between 2x2 ANOVA,2x2 ANOVA,,1.0,0.0,1.0,51.0,47.0,0.224154101,0.0,1.0
89.0,Sex differences in mate preferences revisited Do people know what they initially desire in a romantic partner?,"PW Eastwick, EJ Finkel",JPSP,94.0,2.0,245-64,https://osf.io/ng6cc/,"Adult, Choice Behavior, Empathy, Female, Humans, Love, Male, Marriage [psychology], Questionnaires, Sexual Behavior [psychology]",2.0,2.0,Eastwick,1248.0,Northwestern University,Finkel,4655.0,Northwestern University,Selterman,36.0,University of Maryland,Selterman,36.0,University of Maryland,202.0,,4.42,4.42,3.41,3.41,1.0,Social,1.0,Collected themselves,Extreme expertise required,Slight opportunity for researcher expectations to influence results,Moderate opportunity for lack of diligence to affect the results,3.67,3.67,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,D Selterman,8/17/12,3-4-2014,S Mackinnon,1,t(26) = 0.72,163,0.48,,,Meta-analytic summary of interaction effects in 14 multilevel models,interaction,"non-significant, 2-way interaction between gender (moderator) and earning prospects (X) in predicting romantic interest (Y)",r = .04,,275,380,480,Complete,275.0,0.8,1,J Goss,t(26) = 0.15,304.0,0.87,same,,Meta-analytic summary of interaction effects in 14 multilevel models,interaction,yes,0.8,r = .01,J Arnal,original test statistic was not reported and is calculated with the original data and replication's analyses; power calculations based on medium-small effect sie (r=.2); replication's power is a conservative estimate,1.0,https://osf.io/x3hbe/,PhD or equivalent,2011.0,Faculty (non-tenure track) full-time lecturer,High Expertise,Slight Expertise,14.0,7.0,36.0,was of slightly lower quality than the original study,was about the same as the average study,Moderately similar,"a) We recruited participants with an incentive of extra credit in psychology courses; we could not offer monetary compensation as in the original design; b) We were constrained by technological capacities of internet servers at Maryland and therefore, instead of using a customized website for storing survey data and communication between participants, we used individualized Qualtrics surveys for pre and post-event follow ups. We also instructed participants to create anonymous emails for communication with potential partners in the study; c) Being that participants were allowed to sign up for events up until 24 hours in advance, they were given the pre-event survey to complete 1-4 days before the event rather than 6-13 days before the event as in the original study; d) The speed dating events were held in two spacious auxiliary rooms on the Maryland campus (ordinarily used for social events), with comfortable seating, lighting, and music, rather than an art gallery as in the original study (which was not available to us); e) One of the relationship initiation outcomes in the follow up surveys (ñI am eager to get to know [name] betterî) was dichotomous (ñYes/Noî) in our study, but continuous on a 1-9 scale in the original study; f) Due to human error, one of the 4 items assessing the degree to which participants rated their ideal partners and dates/matches as ñpersonableî was missing from our follow-up surveys. We do not believe that any of these differences are substantial.",Virtually identical,Virtually identical,Very challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social,163.0,t,is,1.0,26.0,0.72,is,0.48,0.477948177,0.477948177,,0.139816632,304.0,t,is,1.0,26.0,0.15,is,0.87,0.881922196,0.881922196,,0.0294047,,Meta-analytic summary of interaction effects in 14 multilevel models,Meta-analytic summary of interaction effects in 14 multilevel models,,0.0,0.0,1.0,26.0,26.0,0.085075863,1.0,0.0
93.0,Balancing connectedness and selfprotection goals in close relationships A levelsofprocessing perspective on risk regulation,"SL Murray, JL Derrick, S Leder, JG Holmes",JPSP,94.0,3.0,429-59,https://osf.io/cxmf6/,"Adolescent, Adult, Conflict (Psychology), Courtship [psychology], Female, Goals, Humans, Intention, Interpersonal Relations, Male, Models, Psychological, Questionnaires, Rejection (Psychology), Risk Reduction Behavior, Self Concept, Students [psychology], Trust [psychology]",4.0,4.0,Murray,5349.0,"University at Buffalo, The State University of New York",Holmes,11286.0,University of Waterloo,Sinclair,323.0,Mississippi State University,Sinclair,323.0,Mississippi State University,117.0,,2.84,2.98,2.62,2.62,8.0,Social,1.0,Collected themselves,Moderate expertise required,Moderate opportunity for researcher expectations to influence results,Moderate opportunity for lack of diligence to affect the results,1.4,2.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C Sinclair,8-12-2014,3/17/15,M Kidwell,8,t(83) = 3.05,91,<.01,,,hierarchical regression analyses,interaction,"ñwhen primed with approach goals, lows in the partner criticism condition believed their partner regarded them significantly more negatively than did controls,î",sr^2 = .07,,73,96,119,Complete,73.0,0.8,2,A Laique,t(68) = -1.124,76.0,0.265,opposite,,hierarchical regression analyses,interaction,no,0.81,beta = -.231,J Cohoon,,1.0,https://osf.io/9ue7j/,PhD or equivalent,2004.0,Associate Professor (or equivalent),Moderate Expertise,Some Expertise,22.0,13.0,334.0,was about the same quality as the original study,was slightly better than the average study,Very similar,"We recruited couples from the community in addition to the university and thus paid some participants instead of just awarding credit. However, the overwhelming majority of our participants were still students. Plus, per the recommendation of the committee we took out the avoidant priming condition. Otherwise, we used the same materials as were provided but for one exception where we added a scale because when we were going through the script at the end the script said to tell the participant assigned to the video condition that we had an extra measure for them to complete, as we couldn't determine what that extra measure was in the materials we included a rejection sensitivity scale. There was a single-item that asked how many faults they thought their partner listed, but this was just at the end of the post-manipulation survey and so was administered in conjunction with those materials. We added an item to the note coding scheme because we had a decent number of couple members simply volunteer to take their partner's place for the video that we added it to coding but that would not have affected administration.",Somewhat similar,Somewhat similar,Moderately challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,91.0,t,is,1.0,83.0,3.05,<,0.01,0.003071238,0.003071238,,0.317462994,76.0,t,is,1.0,68.0,-1.124,is,0.265,0.2649653,0.2649653,,-0.1351,,hierarchical regression analyses,hierarchical regression analyses,,1.0,0.0,1.0,83.0,68.0,0.119839749,0.0,0.0
94.0,Selfhandicapping excuse making and counterfactual thinking Consequences for selfesteem and future motivation,SM McCrea,JPSP,95.0,2.0,274-92,https://osf.io/mua6d/,"Affect, Decision Making, Defense Mechanisms, Female, Humans, Internal-External Control, Male, Motivation, Self Concept, Social Responsibility, Thinking",1.0,1.0,McCrea,828.0,University of Konstanz,McCrea,828.0,University of Konstanz,Chartier,20.0,Ashland University,Chartier,20.0,Ashland University,51.0,,2.09,2.09,1.54,1.54,5.0,Social,1.0,Collected themselves,Strong expertise required,Moderate opportunity for researcher expectations to influence results,Strong opportunity for lack of diligence to affect the results,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C Chartier,3/20/14,1-6-2015,J Cohoon,5,t(26) = 1.87,28,<.05,,1.0,independent samples t-test,main effect,participants in the control condition outperformed participants in the self handicap condition during a task in which they answered mathematical questions,d = .736,,48,66,82,Complete,66.0,0.91,1,A Calhoun Sauls,t(59)=2.325,61.0,0.01175,same,1.0,independent samples t-test,main effect,yes,0.88,d = .197,J Goss,,1.0,https://osf.io/7pdh8/,PhD or equivalent,2013.0,Assistant Professor (or equivalent),Slight Expertise,Slight Expertise,4.0,4.0,20.0,was about the same quality as the original study,was slightly better than the average study,Extremely similar,Sample difference. Original conducted in Germany. Replication conducted in small town Ohio.,Very similar,Moderately similar,Slightly challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,28.0,t,is,1.0,26.0,1.87,<,0.05,0.072784038,0.036392019,,0.344312999,61.0,t,is,1.0,59.0,2.325,is,0.01175,0.023531667,0.011765834,,0.28970838,,independent samples t-test,independent samples t test,,1.0,1.0,1.0,26.0,59.0,0.316539921,1.0,1.0
97.0,Social identity contingencies How diversity cues signal threat or safety for African Americans in mainstream institutions,"V Purdie-Vaughns, CM Steele, PG Davies, R Ditlmann, JR Crosby",JPSP,94.0,4.0,615-30,https://osf.io/etg7c/,"Adolescent, Adult, African Continental Ancestry Group [psychology], Cues, Cultural Diversity, Female, Hierarchy, Social, Humans, Judgment, Male, Organizational Culture, Prejudice, Rejection (Psychology), Social Identification, Social Values, Stereotyping, Trust",5.0,1.0,Purdie-Vaughns,2400.0,Yale,Steele,26670.0,Stanford University,Schmidt,110.0,UVA Wise,Schmidt,110.0,UVA Wise,240.0,,6.56,6.54,2.34,2.34,3.0,Social,3.0,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.6,3.4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,K Schmidt,8-4-2014,2/13/15,M Kidwell,2,"F(1, 73) = 12.19",90,0.001,,,ANOVA,interaction,"A high fairness cue created lower expectations of threatening identity contingencies and higher trust in comparison to a low fairness cue, but only for African American and not White professionals",__p^2 = .1431,,50,65,80,No response,80.0,0.95,9,F Bosco,"F(1,1486)=2.03",1490.0,0.154,opposite,2.0,ANOVA,interaction,No,0.99,__p^2 = .001,J Cohoon,,1.0,https://osf.io/5vdrg/,PhD or equivalent,2014.0,Assistant Professor (or equivalent),Some Expertise,Moderate Expertise,5.0,4.0,114.0,was about the same quality as the original study,was better than the average study,Very similar,online versus in person implementation,Moderately similar,Moderately similar,Somewhat challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,90.0,F,is,1.0,73.0,12.19,is,0.001,0.000819277,0.000819277,,0.378274916,1490.0,F,is,1.0,1486.0,2.03,is,0.154,0.154430586,0.154430586,,-0.036935346,,ANOVA,Least squares ANOVA,,1.0,0.0,1.0,73.0,1486.0,-0.016836682,0.0,0.0
104.0,Effects of fluency on psychological distance and mental construal or why New York is a large city but New York is a civilized jungle,"AL Alter, DM Oppenheimer",PS,19.0,2.0,161-7,https://osf.io/kegmc/,"Adult, Distance Perception, Environment, Female, Humans, Male, Perception, Questionnaires, Visual Perception",2.0,1.0,Alter,1369.0,Princeton,Oppenheimer,2818.0,Princeton,Foster,2249.0,University of South Alabama,Foster,2249.0,University of South Alabama,109.0,,6.51,6.51,2.18,2.18,3.0,Social,1.0,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,J Foster,1-1-2012,11-1-2012,J Foster,2,"X^2(1, N=236) = 3.83",236,0.05,,,Pearson's Chi-squared test,main effect,"primed participants (conceptually fluent participants) preferred concrete descriptions of the prime later, moreso than conceptually disfluent participants",phi = .13,,465,622,769,Complete,465.0,0.8,1,M Yates,"X^2(1, N = 1146) = .387",1146.0,0.53,same,,Pearson's Chi-squared test,main effect,no,0.99,Phi = .02,M Yates,,1.0,https://osf.io/5axfe/,PhD or equivalent,2005.0,Associate Professor (or equivalent),Slight Expertise,Slight Expertise,39.0,30.0,2201.0,was about the same quality as the original study,was about the same as the average study,Somewhat similar,"Replication was conducted online whereas original study was conducted in person. However, in-person component of original study simply involved handing out paper-pencil survey to participants.",Slightly similar,Slightly similar,Not at all challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Personality,236.0,Chi2,is,1.0,,3.83,is,0.05,0.050342933,0.050342933,,0.127392361,1146.0,Chi2,is,1.0,,0.387,is,0.53,0.533880559,0.533880559,,0.018376516,,2x2 chi square,2x2 chi square,,1.0,0.0,1.0,236.0,1146.0,,1.0,
106.0,More than meets the eye the role of language in binding and maintaining feature conjunctions,"B Dessalegn, B Landau",PS,19.0,2.0,189-95,https://osf.io/iajp5/,"Child, Preschool, Cognition, Cues, Female, Humans, Language, Male",2.0,1.0,Dessalegn,190.0,Johns Hopkins,Landau,6864.0,Johns Hopkins,Fitneva,382.0,Queens University,Fitneva,382.0,Queens University,52.0,,5.29,5.29,2.96,2.96,4.0,Cognitive,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.0,3.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,S Fitneva,9/16/13,12-1-2014,S Fitneva,4,"F(1, 34) = 5.8",36,<.05,,2.0,ANOVA,main effect,"directional language (e.g., to the left) helps children bind color and shape information to a greater extent than relational language alone ( e.g., next to)",d = 0.82,0.62,44,60,74,Complete,45.0,0.8,1,J Hartshorne,t(45) = 1.534,47.0,0.132,same,2.0,ANOVA,main effect,no,0.8,d = .48,J Goss,,1.0,https://osf.io/qmupg/,PhD or equivalent,2003.0,Associate Professor (or equivalent),Moderate Expertise,Moderate Expertise,30.0,8.0,374.0,was about the same quality as the original study,was about the same as the average study,Virtually identical,none,Very similar,Very similar,Not at all challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Developmental,36.0,F,is,1.0,34.0,5.8,<,0.05,0.021595498,0.021595498,,0.381744212,47.0,t,is,1.0,45.0,1.534,is,0.132,0.132031044,0.132031044,,-0.222920955,,ANOVA,2 independent group t-test,,1.0,0.0,1.0,34.0,45.0,0.0427698,0.0,0.0
